break_id,account_id,break_text
BRKf23451af,B003709,"Settlement fail on PFE; reason: SSI rejected, requires updated BIC/SWIFT."
BRKb5dd18a9,B003532,Price variance over tolerance for NFLX; OMS 315.23 vs custodian 318.96.
BRK6d0b8570,B003776,Instrument mapping issue: ISIN/SEDOL mismatch for ABNB; refer static data.
BRK29707feb,B004149,"Trade not affirmed by counterparty; venue LSE, orderId 22714c40, partial fill discrepancy."
BRK1b86feac,B003725,Duplicate booking suspected for CRM; two fills with same timestamp.
BRK5238dfda,B003823,"Settlement fail on UNH; reason: SSI rejected, requires updated BIC/SWIFT."
BRK82437ae5,B004031,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKbe499569,B003033,Corporate action cash dividend missing for GLD; record date 2025-08-31.
BRKcb69a2df,B003877,"Settlement fail on DIS; reason: SSI rejected, requires updated BIC/SWIFT."
BRK0917287a,B003987,FX mismatch between custodian and OMS for LULU on 2025-07-09; expected 703 got 209.
BRKc9b6c8ca,B003775,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK41406a44,B003851,Price variance over tolerance for TSLA; OMS 444.86 vs custodian 448.47.
BRK67d6792e,B003025,Corporate action cash dividend missing for TXN; record date 2025-08-13.
BRK34ee8ab8,B003283,Duplicate booking suspected for ADBE; two fills with same timestamp.
BRKa1bb0c47,B003700,FX mismatch between custodian and OMS for PFE on 2025-04-10; expected 529 got 767.
BRKa670c966,B004363,"Settlement fail on SQ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK484406a1,B003822,"Settlement fail on VOO; reason: SSI rejected, requires updated BIC/SWIFT."
BRK50a8d8c5,B003276,"Trade not affirmed by counterparty; venue NYSE, orderId d4dfd27b, partial fill discrepancy."
BRK320ac3a8,B003414,"Settlement fail on COST; reason: SSI rejected, requires updated BIC/SWIFT."
BRK8900b741,B003056,"Trade not affirmed by counterparty; venue LSE, orderId 85b8e7fa, partial fill discrepancy."
BRKa07d722a,B003322,"Settlement fail on IVV; reason: SSI rejected, requires updated BIC/SWIFT."
BRK05f4c441,B003217,Instrument mapping issue: ISIN/SEDOL mismatch for AMD; refer static data.
BRKbba8f389,B003793,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKc23c7805,B003204,Instrument mapping issue: ISIN/SEDOL mismatch for ABNB; refer static data.
BRK7c71e12f,B003317,Instrument mapping issue: ISIN/SEDOL mismatch for AMD; refer static data.
BRKd0c10361,B003260,Corporate action cash dividend missing for JNJ; record date 2025-08-30.
BRKa9ba350a,B003079,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKa16d2fd2,B003377,Duplicate booking suspected for ADBE; two fills with same timestamp.
BRKa030ff80,B003537,Corporate action cash dividend missing for TSLA; record date 2025-04-29.
BRK96249978,B003024,Instrument mapping issue: ISIN/SEDOL mismatch for DIS; refer static data.
BRKc0a81794,B004453,Corporate action cash dividend missing for SHOP; record date 2025-08-10.
BRKd1b9ee6e,B003999,Price variance over tolerance for ABNB; OMS 73.2 vs custodian 72.16.
BRK9c88827b,B004300,Instrument mapping issue: ISIN/SEDOL mismatch for IVV; refer static data.
BRK31c6e199,B003169,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK34287bf2,B004129,Price variance over tolerance for COST; OMS 436.57 vs custodian 425.69.
BRK040c4286,B003296,Corporate action cash dividend missing for MA; record date 2025-07-04.
BRKb5549d21,B003804,"Settlement fail on PG; reason: SSI rejected, requires updated BIC/SWIFT."
BRKcf471d73,B003946,Duplicate booking suspected for META; two fills with same timestamp.
BRK63336717,B003225,FX mismatch between custodian and OMS for BP on 2025-04-25; expected 722 got 161.
BRK69085edb,B004390,"Trade not affirmed by counterparty; venue NYSE, orderId c51da527, partial fill discrepancy."
BRKe79408ce,B004237,Instrument mapping issue: ISIN/SEDOL mismatch for BND; refer static data.
BRKffe67f7f,B003050,"Trade not affirmed by counterparty; venue BATS, orderId f4c2e79f, partial fill discrepancy."
BRK1b6838ed,B003254,Corporate action cash dividend missing for LLY; record date 2025-08-13.
BRKb2daded7,B004347,Corporate action cash dividend missing for TLT; record date 2025-04-08.
BRKc6557d5c,B003838,"Settlement fail on UBER; reason: SSI rejected, requires updated BIC/SWIFT."
BRK806e1d5e,B003451,Price variance over tolerance for WMT; OMS 226.31 vs custodian 226.06.
BRKcaecd64f,B004056,"Trade not affirmed by counterparty; venue LSE, orderId 74c0557a, partial fill discrepancy."
BRKc78f23a0,B003175,Corporate action cash dividend missing for EFA; record date 2025-07-11.
BRKde35a078,B003911,FX mismatch between custodian and OMS for AMAT on 2025-04-11; expected 327 got 324.
BRKfa19909d,B003078,Instrument mapping issue: ISIN/SEDOL mismatch for ORCL; refer static data.
BRK1dafafb1,B003097,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK49a1059d,B003939,"Trade not affirmed by counterparty; venue NYSE, orderId 239b9a51, partial fill discrepancy."
BRK3d19f6d1,B003537,Instrument mapping issue: ISIN/SEDOL mismatch for COST; refer static data.
BRKfedbcac8,B003256,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK0b709121,B004228,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKe1bb5c75,B003455,Price variance over tolerance for UNH; OMS 387.83 vs custodian 387.99.
BRK89249aa7,B004256,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK28bbb25b,B003505,"Settlement fail on SPY; reason: SSI rejected, requires updated BIC/SWIFT."
BRK53ef0e26,B003591,Instrument mapping issue: ISIN/SEDOL mismatch for NVDA; refer static data.
BRK322d77e6,B003008,FX mismatch between custodian and OMS for LLY on 2025-06-02; expected 239 got 176.
BRKb598fbba,B003923,"Trade not affirmed by counterparty; venue BATS, orderId 4c32e717, partial fill discrepancy."
BRK0b79a745,B003093,Instrument mapping issue: ISIN/SEDOL mismatch for CSCO; refer static data.
BRKad3001cb,B003166,Instrument mapping issue: ISIN/SEDOL mismatch for MSFT; refer static data.
BRKe43a7347,B003833,Corporate action cash dividend missing for LULU; record date 2025-08-15.
BRKf8ad0534,B003076,FX mismatch between custodian and OMS for NFLX on 2025-06-27; expected 72 got 292.
BRK5a722aef,B003595,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK9b7717ca,B003775,Price variance over tolerance for VNQ; OMS 171.52 vs custodian 169.18.
BRKff19adba,B003142,"Settlement fail on NKE; reason: SSI rejected, requires updated BIC/SWIFT."
BRKbf272686,B003051,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK72210644,B003910,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKd731eb25,B004219,FX mismatch between custodian and OMS for PG on 2025-07-19; expected 464 got 545.
BRK097a23a0,B003226,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKce684271,B003106,FX mismatch between custodian and OMS for GOOGL on 2025-06-29; expected 184 got 949.
BRK9e891eba,B003548,"Trade not affirmed by counterparty; venue LSE, orderId e657fc73, partial fill discrepancy."
BRKbd44ce06,B003684,Instrument mapping issue: ISIN/SEDOL mismatch for TXN; refer static data.
BRKf4c2cd2f,B003475,Price variance over tolerance for XOM; OMS 224.82 vs custodian 226.39.
BRK03eaa726,B004436,Duplicate booking suspected for SHEL; two fills with same timestamp.
BRKae7fb5c6,B004162,FX mismatch between custodian and OMS for TSLA on 2025-05-09; expected 848 got 221.
BRK4b745eb0,B003737,FX mismatch between custodian and OMS for JNJ on 2025-09-08; expected 328 got 637.
BRKd6eff08a,B004195,Instrument mapping issue: ISIN/SEDOL mismatch for HD; refer static data.
BRK5857a2ed,B004469,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKe720fd7d,B003482,"Settlement fail on TSLA; reason: SSI rejected, requires updated BIC/SWIFT."
BRKe0215c72,B003875,Price variance over tolerance for EFA; OMS 358.49 vs custodian 357.61.
BRKbab49dbd,B003401,Duplicate booking suspected for LULU; two fills with same timestamp.
BRKc1b8d8c3,B003674,Corporate action cash dividend missing for IWM; record date 2025-07-08.
BRKdb689b4e,B004133,"Trade not affirmed by counterparty; venue NYSE, orderId 9f9d82a1, partial fill discrepancy."
BRK9db030f7,B003494,"Settlement fail on BAC; reason: SSI rejected, requires updated BIC/SWIFT."
BRKc2ea97ba,B004247,FX mismatch between custodian and OMS for NFLX on 2025-05-19; expected 450 got 11.
BRK5f242e75,B003745,"Trade not affirmed by counterparty; venue NASDAQ, orderId de956b2f, partial fill discrepancy."
BRKd1d0adba,B003654,Corporate action cash dividend missing for NKE; record date 2025-04-06.
BRK70c3382a,B003795,FX mismatch between custodian and OMS for JPM on 2025-06-14; expected 412 got 719.
BRKc23de23d,B004141,Duplicate booking suspected for IVV; two fills with same timestamp.
BRK3e5b9687,B003619,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK30195a26,B004357,Duplicate booking suspected for VOO; two fills with same timestamp.
BRK3270cfd0,B003472,Price variance over tolerance for SPY; OMS 265.09 vs custodian 266.87.
BRKa3c0e973,B004424,Instrument mapping issue: ISIN/SEDOL mismatch for LLY; refer static data.
BRK9c78f7ce,B003309,Corporate action cash dividend missing for ADBE; record date 2025-06-18.
BRK233418e4,B003674,Corporate action cash dividend missing for MSFT; record date 2025-04-02.
BRK9fcedd6f,B003098,"Trade not affirmed by counterparty; venue NYSE, orderId c82b5787, partial fill discrepancy."
BRK1aceb038,B003170,Instrument mapping issue: ISIN/SEDOL mismatch for MRK; refer static data.
BRK2ce9a8a7,B004198,Price variance over tolerance for NKE; OMS 242.72 vs custodian 249.28.
BRK2b45db82,B004283,Corporate action cash dividend missing for ORCL; record date 2025-08-19.
BRKb40bac36,B003002,Corporate action cash dividend missing for AMZN; record date 2025-03-20.
BRK6af02067,B004087,Instrument mapping issue: ISIN/SEDOL mismatch for TXN; refer static data.
BRKbcde2b36,B003104,Instrument mapping issue: ISIN/SEDOL mismatch for BND; refer static data.
BRK9a5eefab,B004380,"Trade not affirmed by counterparty; venue LSE, orderId 6d452a5a, partial fill discrepancy."
BRKde39d2e0,B004083,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK87982a7b,B004286,Duplicate booking suspected for AVGO; two fills with same timestamp.
BRK4e328414,B004240,"Trade not affirmed by counterparty; venue BATS, orderId 22cf6af7, partial fill discrepancy."
BRK25e62674,B003278,FX mismatch between custodian and OMS for ASML on 2025-08-04; expected 430 got 223.
BRK4d51f8f8,B004077,Price variance over tolerance for GLD; OMS 61.71 vs custodian 62.33.
BRKdfb128db,B003129,"Settlement fail on VOO; reason: SSI rejected, requires updated BIC/SWIFT."
BRKb34c1838,B003388,"Trade not affirmed by counterparty; venue EUREX, orderId 195262b2, partial fill discrepancy."
BRK8aa966b6,B004244,"Settlement fail on JNJ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK4ca84afd,B004210,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK31d21e89,B003499,"Trade not affirmed by counterparty; venue NASDAQ, orderId a19ad9dc, partial fill discrepancy."
BRK93feee85,B004348,Corporate action cash dividend missing for HD; record date 2025-06-13.
BRK8e92eaab,B003305,Instrument mapping issue: ISIN/SEDOL mismatch for ASML; refer static data.
BRK3c385518,B003358,"Settlement fail on NFLX; reason: SSI rejected, requires updated BIC/SWIFT."
BRKd0fe603f,B004239,Duplicate booking suspected for TXN; two fills with same timestamp.
BRK447ce75f,B003381,Instrument mapping issue: ISIN/SEDOL mismatch for PEP; refer static data.
BRK998abb4b,B003617,Price variance over tolerance for TLT; OMS 486.85 vs custodian 478.06.
BRKab19a942,B004289,Instrument mapping issue: ISIN/SEDOL mismatch for CRM; refer static data.
BRKf16ef6f9,B003152,"Settlement fail on KO; reason: SSI rejected, requires updated BIC/SWIFT."
BRK42a99dba,B003049,FX mismatch between custodian and OMS for SPY on 2025-04-28; expected 338 got 580.
BRK76e5c26f,B003980,Duplicate booking suspected for NVDA; two fills with same timestamp.
BRKaea36971,B004382,FX mismatch between custodian and OMS for IWM on 2025-03-15; expected 799 got 660.
BRK1cabdc24,B004430,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKb346f11e,B003106,"Trade not affirmed by counterparty; venue NYSE, orderId 767b23dc, partial fill discrepancy."
BRKea267f12,B004460,Instrument mapping issue: ISIN/SEDOL mismatch for GLD; refer static data.
BRK09baaa6d,B003344,Corporate action cash dividend missing for BRK.B; record date 2025-05-26.
BRK12d78b80,B003809,"Settlement fail on GLD; reason: SSI rejected, requires updated BIC/SWIFT."
BRK5f297d93,B004041,FX mismatch between custodian and OMS for KO on 2025-08-21; expected 189 got 642.
BRK0ea5c3f3,B003705,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK1ba33544,B004477,"Settlement fail on NKE; reason: SSI rejected, requires updated BIC/SWIFT."
BRK3555ad9f,B004001,Duplicate booking suspected for TXN; two fills with same timestamp.
BRK7a282490,B004155,Price variance over tolerance for QQQ; OMS 334.16 vs custodian 337.45.
BRK3ce6a0c9,B004397,"Trade not affirmed by counterparty; venue NASDAQ, orderId 0c6c9076, partial fill discrepancy."
BRK686133cb,B003801,FX mismatch between custodian and OMS for SHEL on 2025-05-15; expected 233 got 732.
BRK86caaf61,B003871,Instrument mapping issue: ISIN/SEDOL mismatch for V; refer static data.
BRK04f085ee,B003882,Corporate action cash dividend missing for TSLA; record date 2025-08-13.
BRK50924fbd,B003597,"Settlement fail on GLD; reason: SSI rejected, requires updated BIC/SWIFT."
BRK49a17488,B004112,Instrument mapping issue: ISIN/SEDOL mismatch for GOOGL; refer static data.
BRKfef2f099,B004040,Corporate action cash dividend missing for EFA; record date 2025-08-02.
BRKa835c86a,B003285,"Settlement fail on ORCL; reason: SSI rejected, requires updated BIC/SWIFT."
BRK5ef26587,B003226,"Settlement fail on GOOGL; reason: SSI rejected, requires updated BIC/SWIFT."
BRK49c296ff,B003470,Duplicate booking suspected for EEM; two fills with same timestamp.
BRK531b8972,B004115,Corporate action cash dividend missing for CSCO; record date 2025-08-01.
BRK6719c3d5,B003013,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK1c796461,B003604,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK477bedad,B003894,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK3d07285a,B003428,Duplicate booking suspected for VOO; two fills with same timestamp.
BRK02932bef,B004497,Duplicate booking suspected for GLD; two fills with same timestamp.
BRKc348c725,B003037,FX mismatch between custodian and OMS for ADBE on 2025-08-19; expected 535 got 122.
BRK04a80f12,B003621,Price variance over tolerance for EFA; OMS 364.48 vs custodian 356.47.
BRK1f0e8d95,B003879,"Settlement fail on ASML; reason: SSI rejected, requires updated BIC/SWIFT."
BRKbacc00a6,B003429,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK0b9935a9,B003659,"Settlement fail on GOOGL; reason: SSI rejected, requires updated BIC/SWIFT."
BRK169dc5d5,B004371,Corporate action cash dividend missing for BAC; record date 2025-03-18.
BRK8aa5f78f,B003404,"Settlement fail on NKE; reason: SSI rejected, requires updated BIC/SWIFT."
BRK503ebed8,B004173,FX mismatch between custodian and OMS for V on 2025-04-18; expected 895 got 625.
BRK8694bfe6,B003851,"Settlement fail on EEM; reason: SSI rejected, requires updated BIC/SWIFT."
BRK464968d5,B004253,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK7464e7b9,B003018,FX mismatch between custodian and OMS for JNJ on 2025-07-18; expected 270 got 387.
BRK4dcb9100,B003517,Instrument mapping issue: ISIN/SEDOL mismatch for META; refer static data.
